id,artist_names,track_name,source,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,duration_ms,weeks_on_chart,streams
093RgZ7RXHZwIrxZhZYX4Q,"Capo Plaza, Sfera Ebbasta, DrefGold",Tesla (feat. Sfera Ebbasta & DrefGold),WMI Italy,B,Major,4 beats,0.854,0.626,0.0618,0.316,0.0,0.0961,0.377,-5.14,140.05,185147,1,4169823
09CnYHiZ5jGT1wr1TXJ9Zt,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),Sony Music CG,B,Major,4 beats,0.673,0.95,0.0488,0.0229,0.0823,0.398,0.563,-5.149,150.019,140000,3,25310953
09FfQO3PqHO4HIJL511Ksi,"Eminem, Jessie Reyez",Nice Guy (with Jessie Reyez),Aftermath,G#/Ab,Major,4 beats,0.65,0.639,0.458,0.0942,0.0,0.135,0.563,-5.962,139.226,150802,2,16672906
09IOPhEh1OMe0HD9b36FJk,Post Malone,Over Now,Republic Records,E,Minor,4 beats,0.569,0.777,0.0834,0.139,0.0,0.132,0.181,-4.041,164.027,246987,8,70679346
09IStsImFySgyp0pIQdqAc,"Zedd, Maren Morris, Grey",The Middle,UMGRI Interscope,G,Major,4 beats,0.753,0.657,0.0449,0.171,0.0,0.112,0.437,-3.061,107.01,184732,82,421527037
09KlDlkOYuC5x6hOaM7vaP,Fifth Harmony,Angel,Syco Music/Epic,C#/Db,Minor,4 beats,0.738,0.525,0.0371,0.00339,0.0,0.351,0.13,-6.298,124.008,189440,1,3580700
09PGubKAMryhOWv1LHpCYz,"Lauv, Anne-Marie","fuck, i'm lonely",Lauv,A,Major,4 beats,0.809,0.547,0.0609,0.46,0.0,0.0543,0.717,-7.304,95.012,198973,21,5226991
09WAnxdBuebQopKhJT3oZS,Bad Bunny,TRELLAS,Rimas Entertainment LLC,D,Major,4 beats,0.43,0.412,0.0281,0.2,0.0,0.324,0.0508,-5.372,90.872,157673,1,10733416
09gysnJpfQ3ublBmJDfcEC,"Amaarae, Kali Uchis, Moliy",SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),0207 Def Jam,C#/Db,Minor,4 beats,0.87,0.523,0.0602,0.433,2.07e-05,0.113,0.319,-8.052,110.02,204764,17,135230212
09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Call Out My Name,Universal Republic Records,C#/Db,Major,3 beats,0.461,0.593,0.0356,0.17,0.0,0.307,0.175,-4.954,134.17,228373,83,439293687
09nSCeCs6eYfAIJVfye1CE,"TINI, Sebastian Yatra",Oye,5020 Records,G,Minor,4 beats,0.683,0.51,0.0646,0.447,0.0,0.175,0.255,-7.894,95.08,173021,2,9386488
09oZ9eXQ2fo6YDrPzJqAoP,"Khalid, John Mayer",Outta My Head (with John Mayer),"Right Hand Music Group, LLC/RCA Records",C,Major,4 beats,0.729,0.545,0.0316,0.0174,0.000274,0.369,0.514,-7.818,103.012,177067,8,68592608
09ts3GnICqYEU5PkQCpJK3,"Justin Timberlake, Chris Stapleton",Say Something (feat. Chris Stapleton),RCA Records Label,A#/Bb,Major,4 beats,0.707,0.632,0.0789,0.103,1.09e-05,0.0841,0.372,-7.031,97.04,278893,1,10030315
09u787BYeYIGd2mFIJ505t,Adele,Cry Your Heart Out,Columbia,G,Major,4 beats,0.756,0.713,0.102,0.523,3.35e-06,0.248,0.59,-6.917,125.064,255278,2,24440113
0A1JLUlkZkp2EFrosoNQi0,Taylor Swift,Labyrinth,Taylor Swift,C,Major,4 beats,0.406,0.306,0.0517,0.785,0.488,0.122,0.122,-15.48,110.014,247962,5,89377335
0A1hoCfMLkiAgvhWkkucJa,Megan Thee Stallion,Body,300 Entertainment,G#/Ab,Minor,4 beats,0.914,0.732,0.241,0.0166,0.0,0.107,0.469,-6.1,94.066,171067,13,101256889
0A37XY67wSdGqkGjtfW6aV,"Rauw Alejandro, Anuel AA, NATTI NATASHA, Farruko, Lunay",Fantasias - Remix,"(SME US Latin) Duars Entertainment, Corp. (2)",C#/Db,Major,4 beats,0.816,0.72,0.0684,0.206,0.0,0.277,0.78,-4.454,94.004,267242,8,38522478
0A5gdlrpAuQqZ2iFgnqBFW,Gaullin,Moonlight,Columbia/B1 Recordings,A#/Bb,Minor,4 beats,0.813,0.761,0.085,0.0529,0.0119,0.337,0.29,-5.687,124.957,173067,6,29094254
0AAMnNeIc6CdnfNU85GwCH,"Metro Boomin, Coi Leray",Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),Republic Records,A,Major,4 beats,0.775,0.298,0.0517,0.211,0.000233,0.132,0.0472,-9.351,120.091,189467,4,45171622
0AAVJIN4plafvmNKqRCltG,Future,I'M DAT N****,Epic/Freebandz,D,Major,4 beats,0.911,0.573,0.163,0.0112,5.83e-05,0.131,0.145,-5.573,144.026,271840,1,7821685
0ADG9OgdVTL7fgREP75BrZ,Zara Larsson,Ain't My Fault,Epic/Record Company TEN,F#/Gb,Minor,4 beats,0.576,0.782,0.0296,0.00778,0.0,0.285,0.355,-4.825,141.153,224031,6,18895865
0AGS6ZRgzobrazmCi6pYMe,"Niack, Markim WF",Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,D#/Eb,Minor,4 beats,0.962,0.787,0.0554,0.666,5.74e-05,0.176,0.968,1.509,130.003,165231,4,9042343
0ATmjiSoHDCHeeQ9FcvZOW,Logic,The Return,Def Jam Recordings,B,Minor,4 beats,0.8,0.956,0.178,0.113,0.0,0.107,0.65,-4.432,90.025,252133,1,4289914
0AUvWawuP0ibk4SQ3sIZjk,Ashnikko,Daisy,Parlophone UK,G#/Ab,Major,4 beats,0.834,0.663,0.133,0.235,0.0,0.372,0.774,-6.143,121.876,146523,17,135289459
0AYt6NMyyLd0rLuvr0UkMH,"Drake, SZA",Slime You Out (feat. SZA),OVO/Republic,F,Minor,3 beats,0.483,0.408,0.0502,0.508,0.0,0.259,0.105,-9.243,88.88,310491,6,40674706
0AaV4MJrgmLV3XhoiWXjjb,"Taylor Swift, Bon Iver",evermore (feat. Bon Iver),Taylor Swift,C#/Db,Major,5 beats,0.395,0.27,0.0309,0.937,0.00249,0.111,0.314,-10.672,120.94,304107,1,13810722
0AcHbiMs86CCgprvc7E1gs,"Carnage, Lil Pump",i Shyne,BMG Rights Management (US) LLC,G#/Ab,Major,4 beats,0.776,0.732,0.081,0.175,0.0,0.364,0.383,-3.719,144.076,153351,1,4154936
0AcicReEGm1qcENjqzh1Tg,Trippie Redd,Love Scars 3,"TenThousand Projects, LLC",G#/Ab,Major,4 beats,0.544,0.524,0.0621,0.136,0.0,0.106,0.117,-7.914,81.982,129429,1,5307147
0AhJag7VI8uFf3mJFsTwvf,Lil Uzi Vert,I Can Show You,Generation Now/Atlantic,A#/Bb,Minor,4 beats,0.817,0.656,0.277,0.051,0.0,0.115,0.314,-7.086,139.915,120076,1,4831405
0AluA5RNsa4Cx6XRhf2hWZ,"Metro Boomin, 21 Savage",10 Freaky Girls (with 21 Savage),Republic Records,F#/Gb,Minor,4 beats,0.81,0.353,0.31,0.588,0.0,0.102,0.0727,-9.931,88.031,208293,8,35982464
0ArVfVP8B5svkfj8clHNzB,Drake,Screw The World - Interlude,OVO/Republic,C#/Db,Major,4 beats,0.823,0.642,0.258,0.0644,0.714,0.105,0.629,-5.922,146.781,112093,1,9015784
0At2qAoaVjIwWNAqrscXli,Ella Mai,Boo'd Up,10 Summers / Interscope PS,A#/Bb,Minor,4 beats,0.561,0.779,0.0531,0.0862,0.0,0.078,0.235,-5.107,81.965,256064,9,52481483
0AtP8EkGPn6SwxKDaUuXec,"Ed Sheeran, Eminem, 50 Cent",Remember The Name (feat. Eminem & 50 Cent),Atlantic Records UK,B,Minor,4 beats,0.852,0.666,0.184,0.135,0.0,0.798,0.726,-6.923,91.046,207760,5,46389797
0B3FovCVaGKS5w1FTidEUP,"Blue Ivy, SAINt JHN, Beyoncé, Wizkid",BROWN SKIN GIRL,Parkwood Entertainment/Columbia,F#/Gb,Major,5 beats,0.603,0.602,0.23,0.049,0.0,0.279,0.595,-7.083,119.703,248472,2,11457783
0B48113ZG9UfkWWt7qD9xX,Miley Cyrus,Younger Now,RCA Records Label,A,Major,4 beats,0.551,0.869,0.0606,0.00124,3.03e-05,0.164,0.297,-5.043,121.91,248782,1,4464559
0B6g379TMw0nYGXA7y5xHz,"Metro Boomin, Future, Lil Uzi Vert","All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",Republic Records,A,Minor,4 beats,0.774,0.549,0.154,0.178,0.00151,0.22,0.28,-7.297,135.016,245240,1,10231095
0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,C,Major,4 beats,0.601,0.271,0.0403,0.937,0.0,0.144,0.411,-8.688,145.494,213827,80,700458491
0B8B8cVRFIG1yznoQe7c9s,"The Chainsmokers, XYLØ",Setting Fires,Disruptor Records/Columbia,G#/Ab,Minor,4 beats,0.626,0.717,0.0375,0.017,0.0,0.261,0.56,-5.751,105.039,247427,8,36913732
0BFQC00Y58JtjMyTXOJazO,KAROL G,S91,Bichota/Interscope Records,C,Minor,4 beats,0.644,0.711,0.377,0.632,1.91e-05,0.0898,0.381,-4.934,128.225,173005,11,73051200
0BGwAKW4u8kWOhWFflZxfl,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),E,Minor,4 beats,0.778,0.695,0.0913,0.175,0.0,0.15,0.472,-6.865,149.996,132780,34,227833857
0Be7sopyKMv8Y8npsUkax2,Sebastian Yatra,Tacones Rojos,UMLE - Latino,B,Minor,4 beats,0.748,0.856,0.0348,0.0824,0.0,0.142,0.927,-3.517,123.031,189320,10,80549153
0BiK5BbYNFLb88CCOxBFJe,"Tyler, The Creator",LUMBERJACK,Columbia,A,Major,4 beats,0.386,0.762,0.564,0.122,0.0,0.527,0.433,-6.341,170.691,138312,2,11756283
0BnTBAGmr9FtYwkZrwKhwS,"DJ Khaled, SZA",Just Us (feat. SZA),Epic/We The Best,A,Minor,4 beats,0.639,0.859,0.147,0.135,0.0,0.129,0.566,-2.758,93.132,221379,4,27119360
0Bv7O6fmZk3GrNQFYJaXPn,"La Pantera, Quevedo, Juseph, Abhir Hathi, Bejo, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",La Pantera,F,Minor,4 beats,0.672,0.745,0.3,0.438,9.29e-06,0.0699,0.739,-5.269,173.974,413111,14,106044885
0BwO44CBPFWxAIO5ZbPf3N,Bonez MC,Roadrunner,187 Strassenbande,G,Major,4 beats,0.795,0.607,0.23,0.128,0.19,0.111,0.25,-9.04,99.012,149028,2,11573467
0CBFOvHlyqy30Q5tbyNHfQ,Dua Lipa,Want To,Warner Records,G#/Ab,Minor,4 beats,0.572,0.691,0.123,0.0788,0.000132,0.0593,0.318,-4.783,92.082,212040,5,24391815
0CBQ0m3mufWH75LTYB3s6h,"Lil Wayne, Travis Scott",Let It Fly (feat. Travis Scott),"Young Money Records, Inc.",C#/Db,Major,4 beats,0.902,0.819,0.316,0.041,0.0,0.106,0.745,-3.321,89.0,186872,3,28241975
0CYTGMBYkwUxrj1MWDLrC5,Feid,CHORRITO PA LAS ANIMAS,UMLE - Latino,G#/Ab,Minor,4 beats,0.743,0.831,0.0584,0.114,6.43e-05,0.35,0.609,-4.042,95.975,168133,29,316957596
0CZ8lquoTX2Dkg7Ak2inwA,King Princess,1950,"Zelig Records, LLC./Columbia Records",E,Major,4 beats,0.6,0.535,0.107,0.648,4.7e-06,0.162,0.269,-7.043,71.912,225133,15,93339639
0CcQNd8CINkwQfe1RDtGV6,Imagine Dragons,Believer,Kid Ina Korner / Interscope,A#/Bb,Minor,4 beats,0.779,0.787,0.108,0.0524,0.0,0.14,0.708,-4.305,124.982,204347,54,563585904
0CfmNX2TXk7yoJqHJiixnp,"Cardi B, YG",She Bad,Atlantic/KSR,A#/Bb,Major,4 beats,0.791,0.504,0.266,0.0183,0.0,0.0963,0.355,-7.864,159.949,230953,1,5045035
0Clb9aiXWa0dvVff5aN4VN,Astrid S,Think Before I Talk,Universal Music AS,F,Major,4 beats,0.775,0.597,0.159,0.36,0.0,0.156,0.537,-5.666,122.069,184909,5,16748893
0CokSRCu5hZgPxcZBaEzVE,"Macklemore, Skylar Grey",Glorious (feat. Skylar Grey),Bendo LLC,C,Minor,4 beats,0.731,0.794,0.0522,0.0323,2.59e-05,0.112,0.356,-5.126,139.994,220454,36,205750257
0CrcwVLUe8wzLUIXgjXVZJ,"SZA, Doja Cat",Kill Bill (feat. Doja Cat),Top Dawg Entertainment/RCA Records,F,Minor,4 beats,0.629,0.744,0.0409,0.0769,0.247,0.194,0.451,-6.124,89.021,175837,2,22468919
0CsR9Y9SnC6ZWmekmVqSHz,Doja Cat,Naked,Kemosabe Records/RCA Records,G,Major,4 beats,0.733,0.862,0.197,0.374,0.00247,0.131,0.536,-5.736,111.076,223560,1,5527865
0CtZpaOhtzvLV3FfcsVpQo,"Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Vishal Dadlani, Shekhar Ravjiani, Kumaar","Besharam Rang (From ""Pathaan"")",YRF Music,G#/Ab,Minor,4 beats,0.773,0.795,0.0412,0.0587,0.00237,0.154,0.649,-5.537,115.997,258474,2,15238334
0D4GpOPInKiPxEfQMchu4p,"Boomdabash, Alessandra Amoroso",Karaoke,Universal Music Italia srL.,C#/Db,Major,4 beats,0.929,0.625,0.14,0.289,1.2e-06,0.386,0.578,-5.728,122.03,156493,1,4374448
0D5CXSUx8GOCHSY8KWgi9h,Logic,Yuck,Def Jam Recordings,B,Minor,4 beats,0.619,0.798,0.381,0.168,0.0,0.17,0.71,-5.517,156.151,173693,1,6510396
0D75ciM842cdUMKSMfAR9y,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),Selena Gomez Latin Project,F,Major,4 beats,0.824,0.545,0.0699,0.0221,0.00375,0.097,0.683,-7.127,149.912,186088,6,89118775
0D8ZpOXVjapLXrjz5VfZSD,Sam Smith,Pray,Capitol,E,Minor,3 beats,0.381,0.379,0.0501,0.292,2.79e-06,0.0864,0.153,-9.36,175.067,221596,4,27523302
0DAQryfUiFZdWFo76RYBc8,"Bausa, Apache 207",Madonna,WM Germany,B,Minor,4 beats,0.806,0.565,0.113,0.47,0.0,0.0824,0.311,-8.96,116.963,195734,1,5936752
0DGTcMqvVR7fmBXgiG6jz4,Pharrell Williams,Just A Cloud Away,Columbia,D,Major,3 beats,0.89,0.46,0.0359,0.432,0.0,0.11,0.677,-8.155,112.555,176078,3,12443227
0DJBgBiYeSn6n1AXAkFVE8,Jorja Smith,I Am,Black Panther (TDE/DMG) PS,G#/Ab,Minor,4 beats,0.601,0.583,0.263,0.144,9.73e-05,0.183,0.32,-5.725,148.785,208760,2,11036336
0DMVrlMUn01M0IcpDbwgu7,Taylor Swift,Girl At Home (Taylor's Version),Taylor Swift,F,Major,4 beats,0.691,0.736,0.0326,0.00955,1.88e-05,0.101,0.612,-6.974,125.089,220520,1,7886677
0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",TQG,Universal Music Latino,E,Minor,4 beats,0.72,0.63,0.277,0.673,0.0,0.0936,0.607,-3.547,179.974,199440,43,843720506
0DZJACISivjWjscIp5Kg1q,"Lil Tecca, Juice WRLD",Ransom (with Juice WRLD) - Remix,Republic Records,D,Minor,4 beats,0.493,0.665,0.366,0.0107,0.0,0.0762,0.385,-6.427,179.982,171227,7,31647298
0DiDStADDVh3SvAsoJAFMk,Jonas Brothers,Only Human,Jonas Brothers Recording,C,Major,4 beats,0.795,0.496,0.0722,0.108,0.0,0.0645,0.874,-5.883,94.01,183000,34,218942317
0Dn40gxVCMo5TkgS8Ik18Q,"Lil Peep, XXXTENTACION",Falling Down - Bonus Track,Columbia,E,Minor,4 beats,0.669,0.574,0.0286,0.0175,0.00294,0.146,0.273,-6.442,120.013,196400,8,151795324
0Dq49j3dELbttQVUJbtn0c,Shawn Mendes,Nervous,Island Records,C,Major,4 beats,0.841,0.622,0.0756,0.041,0.0,0.126,0.738,-6.763,121.988,164147,5,36800085
0DsPj89zlY3Us7xb5cXK5h,"DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan","Trava na Pose, Chama no Zoom, Da um Close (feat. Mc Rennan)",Tratto Entretenimentos,A,Minor,4 beats,0.863,0.701,0.212,0.63,0.000583,0.276,0.769,-5.038,129.911,214270,4,23571642
0DuWDLjriRPjDRoPgaCslY,Adele,Love In The Dark,XL Recordings,A,Minor,4 beats,0.331,0.341,0.0309,0.528,0.0,0.109,0.152,-6.057,109.821,285935,8,58126522
0E0DRHf5PfMeor0ZCwB3oT,"Bad Bunny, The Marías",Otro Atardecer,Rimas Entertainment LLC,D,Major,4 beats,0.777,0.595,0.0375,0.59,0.00139,0.0669,0.546,-6.79,108.02,244444,17,148941334
0E4Y1XIbs8GrAT1YqVy6dq,Ed Sheeran,Afterglow,Atlantic Records UK,B,Major,4 beats,0.641,0.324,0.0299,0.698,0.0,0.328,0.273,-5.851,110.184,185487,18,159153896
0E6PsO3ymCfUh7pJQjBgkj,The Carters,APESHIT,Parkwood Entertainment/Roc Nation,D,Major,4 beats,0.705,0.784,0.271,0.0133,0.0,0.168,0.377,-6.477,160.035,264853,10,73965116
0E9ZjEAyAwOXZ7wJC0PD33,"Dynoro, Gigi D'Agostino",In My Mind,Columbia/B1 Recordings,F#/Gb,Major,4 beats,0.694,0.77,0.149,0.176,1.1e-05,0.118,0.163,-5.335,125.905,184560,66,676704919
0EDSU9JYeKABA14OcOuM7b,"Luciano, Samra",Ya Salame,Urban,C#/Db,Minor,4 beats,0.714,0.817,0.435,0.275,0.0,0.14,0.408,-3.987,174.1,170200,1,5209795
0EPxmvsG1BY5td4aTOkWBF,MC G15,Deu Onda,GR6 Music,C,Minor,4 beats,0.931,0.604,0.0573,0.456,0.0,0.0488,0.864,-1.41,129.926,144039,4,16100612
0EQMrxdeiBhry9JCxskko3,BTS,I'm Fine,BIGHIT MUSIC,B,Minor,4 beats,0.51,0.842,0.103,0.00852,0.0,0.346,0.302,-2.782,87.605,240339,1,4584909
0ERbK7qVqveCaBWIiYCrl3,"Romeo Santos, Daddy Yankee, Nicky Jam",Bella y Sensual,Sony Music Latin,B,Major,4 beats,0.635,0.713,0.0937,0.228,0.0,0.0506,0.749,-6.909,179.864,204701,33,156956150
0EhpEsp4L0oRGM0vmeaN5e,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),Universal Music Latino/ NEON16,F#/Gb,Minor,4 beats,0.571,0.693,0.0545,0.00536,0.0,0.173,0.393,-8.234,168.169,232253,49,483027771
0EhuGnOS6fTc5l5UNtDEH2,"SAIKO, Quevedo, Feid, Mora",POLARIS - Remix,2023 Rimas Entertainment LLC.,G#/Ab,Minor,4 beats,0.623,0.799,0.0713,0.153,0.0,0.365,0.552,-4.152,169.901,288000,5,46584326
0EtuSDTRJYUwlPf4y6coIz,"Selena Gomez, Camilo",999 (with Camilo),Interscope Records,C#/Db,Major,4 beats,0.781,0.748,0.242,0.105,0.0,0.156,0.788,-4.604,149.819,224168,1,5599395
0EwS8XJQspgrj1zSUXhFkl,"6ix9ine, Kanye West",KANGA (feat. Kanye West),"ScumGang Records / TenThousand Projects, LLC",C#/Db,Major,4 beats,0.901,0.598,0.17,0.0192,0.0,0.0791,0.355,-6.934,117.9,132331,2,10216554
0F7FA14euOIX8KcbEturGH,Lil Nas X,Old Town Road,Columbia,C#/Db,Major,4 beats,0.907,0.53,0.127,0.0578,2.23e-06,0.101,0.507,-6.112,135.998,113000,40,119961848
0FA4wrjDJvJTTU8AepZTup,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This - ARIZONATEARS Pluggnb Remix,sped up nightcore,B,Minor,4 beats,0.686,0.897,0.0386,0.0103,0.103,0.153,0.355,-7.18,129.975,163139,13,134770524
0FDzzruyVECATHXKHFs9eJ,Coldplay,A Sky Full of Stars,Parlophone UK,F#/Gb,Major,4 beats,0.545,0.675,0.0279,0.00617,0.00197,0.209,0.162,-6.474,124.97,267867,2,16899948
0FFsgUoFibYISzMxuGS61W,"Doja Cat, Ariana Grande",I Don't Do Drugs (feat. Ariana Grande),Kemosabe Records/RCA Records,F,Major,4 beats,0.683,0.615,0.0966,0.222,8.25e-06,0.154,0.45,-5.737,77.014,188893,2,15994780
0FZ4Dmg8jJJAPJnvBIzD9z,"Kodak Black, Offset, Travis Scott",ZEZE (feat. Travis Scott & Offset),Atlantic Records,G#/Ab,Minor,4 beats,0.861,0.603,0.176,0.0521,0.0,0.0924,0.504,-5.788,98.043,228760,39,281786572
0FfqyjhB6Kspvit1oOo7ax,Billie Eilish,GOLDWING,Darkroom/Interscope Records,F,Minor,4 beats,0.654,0.303,0.126,0.755,0.159,0.0957,0.168,-13.943,160.095,151537,1,8589283
0FkD2FHEZrZIofVkY6XPFK,"Tito Double P, Joel De La P, Luis R Conriquez",DEMBOW BÉLICO,Double P Records,D,Major,4 beats,0.881,0.551,0.123,0.0205,0.16,0.19,0.196,-6.41,119.951,126523,1,8191014
0FktnzDqjClqU6iqOZVEs2,Bad Bunny,BYE ME FUI,Rimas Entertainment LLC,F,Minor,4 beats,0.712,0.599,0.112,0.412,2.15e-05,0.103,0.588,-6.342,179.788,178000,6,41314090
0Fl4eWzVaMUOdXcOrj6F1q,Beyoncé,VIRGO'S GROOVE,Parkwood Entertainment/Columbia,B,Minor,4 beats,0.683,0.85,0.0699,0.0781,1.09e-06,0.741,0.598,-5.042,107.988,368758,1,9056408
0FlfN5cbUUpIHCRH8X1M44,J. Cole,t h e . c l i m b . b a c k,"Dreamville, Inc., Under exclusive license to Roc Nation Records",A#/Bb,Minor,4 beats,0.61,0.569,0.345,0.0398,0.0,0.337,0.287,-9.447,81.409,304640,1,7476840
0FlwhvrncUKrEAhzunmCKm,Noah Kahan,Forever,Mercury Records/Republic Records,C,Major,4 beats,0.395,0.254,0.037,0.723,0.0,0.122,0.235,-10.855,94.78,268354,1,10972110
0Fpen1PTuEnCmOJtUU9Iud,Lil Uzi Vert,New Patek,Generation Now/Atlantic,G#/Ab,Minor,4 beats,0.85,0.785,0.345,0.0367,0.0,0.155,0.718,-4.963,145.063,343099,9,64308455
0FqBNLXlTNimxmVRdDMj6b,Joji,1AM FREESTYLE,88rising Music/Warner Records,C,Minor,4 beats,0.615,0.541,0.0263,0.748,0.00268,0.12,0.124,-6.307,126.049,113067,1,7292343
0FqVtQxRD3HsPltldG5v5M,João Gomes,Aquelas Coisas,JG Shows,F#/Gb,Major,4 beats,0.682,0.873,0.0449,0.402,0.0,0.0946,0.964,-4.163,150.006,147072,7,40597411
0Fs9cdPDhptWEDJmiCbkEW,"J. Cole, Cults, Amber Coffman",She Knows (feat. Amber Coffman & Cults),Roc Nation LLC,C#/Db,Major,4 beats,0.766,0.74,0.0807,0.0193,0.0784,0.229,0.183,-10.363,118.008,296520,7,38891803
0FuTx2s3YH1ppmtiM6l0zI,JP Cooper,September Song,Universal-Island Records Ltd.,C,Minor,4 beats,0.623,0.654,0.0372,0.0545,0.0,0.0838,0.401,-5.675,95.921,220291,29,158561490
0Fv5N0cHBsl4bzCbollCAS,Big Sean,Moves,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,D,Major,4 beats,0.812,0.522,0.257,0.0433,0.0,0.154,0.38,-5.287,75.524,142907,17,74518280
0G149jkGWKwrPXUGkEDgWM,21 Savage,Numb,"Slaughter Gang, LLC/Epic Records",F,Minor,4 beats,0.839,0.436,0.285,0.0438,2.7e-06,0.131,0.464,-11.344,82.009,271307,2,7935030
0G2zPzWqVjR68iNPmx2TBe,"Mora, Bad Bunny, Sech",Volando - Remix,Rimas Entertainment LLC,F#/Gb,Major,4 beats,0.659,0.688,0.0673,0.207,0.0,0.113,0.632,-4.649,153.979,273474,43,396326912
0G9rmRmQDFk9O2tzZLyRkc,Migos,Emoji A Chain,"Quality Control Music, LLC",C#/Db,Major,4 beats,0.894,0.324,0.179,0.0399,0.0,0.126,0.407,-8.24,139.972,315185,1,5354839
0GAyuCo975IHGxxiLKDufB,"J. Cole, Bas, 6LACK",l e t . g o . m y . h a n d (with Bas & 6LACK),"Dreamville, Inc., Under exclusive license to Roc Nation Records",C#/Db,Major,4 beats,0.583,0.625,0.277,0.506,0.0,0.196,0.516,-8.011,89.812,266291,2,20802346
0GJwUAlBMJTbY4VE7iE761,"KAROL G, Cris Mj, Ryan Castro",UNA NOCHE EN MEDELLÍN - REMIX,Bichota/Interscope Records,A#/Bb,Minor,4 beats,0.846,0.755,0.0738,0.0361,0.0,0.0448,0.883,-2.47,96.002,205145,2,18651957
0GMiRrUnQuoGddKMsxGPIZ,Zach Bryan,Fear and Friday's,Warner Records,G,Major,4 beats,0.523,0.636,0.0582,0.0541,2.63e-06,0.0716,0.155,-5.813,128.785,171427,1,9146309
0GQ5bFTVFFKpwNPc7KwQnB,"Eminem, Royce Da 5'9"", White Gold","You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Shady/Aftermath/Interscope Records,E,Minor,4 beats,0.68,0.82,0.151,0.0614,0.0,0.597,0.243,-4.197,140.033,234653,2,22104455
0GVuLQtPXFaL18ijEOqoAa,Michelle Williams,Tightrope,Atlantic Records,A,Major,3 beats,0.351,0.331,0.0382,0.3,9.14e-06,0.0919,0.191,-10.316,161.564,234360,3,11232588
0GjEhVFGZW8afUYGChu3Rr,ABBA,Dancing Queen,Polar Music International AB,A,Major,4 beats,0.543,0.87,0.0428,0.358,0.000939,0.792,0.754,-6.514,100.804,230400,1,7947485
0Gl5s8IhMmQE5YQwM8Qx1J,Loren Allred,Never Enough,Atlantic Records,G#/Ab,Major,3 beats,0.277,0.394,0.0336,0.423,0.0,0.0952,0.227,-8.903,86.777,207787,11,55370618
0GsZZWhBMIQXAmPYPJ3PRQ,Rkomi,INSUPERABILE,Universal Music Italia srL.,E,Minor,4 beats,0.667,0.848,0.0851,0.0344,0.0,0.183,0.84,-5.195,122.035,172462,1,5648877
0Gux2yTMWYOlcBUNjGJu5p,"Big Sean, Metro Boomin, 21 Savage",Pull Up N Wreck (& Metro Boomin),Republic/MB/Big Sean,A#/Bb,Major,4 beats,0.507,0.442,0.367,0.0129,0.000148,0.174,0.107,-7.279,173.03,227707,2,6734288
0GxQ1A5L9xnMOytbP6eKBG,"Maroon 5, SZA",What Lovers Do (feat. SZA),Interscope Records*,F,Minor,4 beats,0.799,0.597,0.0611,0.0788,5.66e-06,0.1,0.419,-5.131,110.001,199849,61,87568628
0GzuHFG4Ql6DoyxFRnIk3F,"Maluma, The Weeknd",Hawái - Remix,Sony Music Latin,F#/Gb,Minor,4 beats,0.766,0.788,0.312,0.105,5.81e-06,0.142,0.609,-3.128,179.984,200482,15,125857481
0H1Had94fszD13qsFsP1U5,Lil Peep,Sex with My Ex,Columbia,F#/Gb,Major,4 beats,0.497,0.77,0.0757,0.0472,0.0,0.102,0.47,-4.298,167.892,213640,1,5651686
0H4ugk6rhnXmTl47ayy9O5,Agust D,Daechwita,BIGHIT MUSIC,G#/Ab,Major,4 beats,0.65,0.827,0.0599,0.0229,0.0,0.121,0.223,-4.014,144.995,225668,1,8908179
0HC6S4VpCGAZvyxTdrMRIQ,Selena Gomez,De Una Vez,Selena Gomez Latin Project,B,Minor,4 beats,0.666,0.452,0.265,0.211,0.000992,0.186,0.0398,-7.096,163.694,155956,2,13382653
0HD8mbiPjp3o94X3EaZp0o,Tate McRae,exes,RCA Records Label,F,Minor,4 beats,0.838,0.569,0.0621,0.152,0.000136,0.102,0.551,-6.324,136.965,159400,3,42718486
